Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferredOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromLastYear,OrderCount,DaySinceLastOrder,CashbackAmount
0,12,Desktop,0,0,Pay Now,Female,0,1,No Category Found,2,0,1,1,0.0,1,113,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,No Category Found,2,0,1,0,0.0,1,140,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Laptops,3,0,2,1,0.0,1,35,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,4,0,1,0,0.0,2,150,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Male,0,1,TV & Audio,2,0,1,1,0.0,2,179,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,TV & Audio,2,0,1,0,0.0,1,138,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,4,0,2,0,0.0,1,78,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,4,0,1,1,0.0,2,134,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Beauty & Fitness,2,0,0,1,0.0,1,96,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,3,0,0,0,0.0,2,117,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Wearables,1,0,2,1,27.355623100304,3,68,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,No Category Found,5,0,1,1,-25.94514455152,4,116,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Beauty & Fitness,3,0,0,0,0.0,1,36,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,5,0,1,0,0.0,1,75,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Computing,4,0,1,0,0.0,1,125,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,5,0,2,1,582.32931726908,3,136,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,5,0,1,1,0.0,1,126,0.0
0,12,Desktop,0,0,Mips Juice,Male,0,1,Small Appliances,1,0,1,1,0.0,2,75,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,TV & Audio,1,0,3,0,0.0,1,119,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Computing,2,0,1,1,-49.436253252385,6,91,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Tools,3,0,2,0,0.0,1,77,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Beauty & Fitness,3,0,1,0,233.59288097887,4,40,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,4,0,1,0,0.0,1,166,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,2,0,1,0,0.0,1,82,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,5,0,0,1,0.0,1,141,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,3,1,0.0,1,113,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Mobile,4,0,2,0,0.0,1,139,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Mobile,5,0,1,0,0.0,1,170,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Small Appliances,4,0,2,0,0.0,1,182,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Leisure & Transport,3,0,1,0,0.0,1,167,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,TV & Audio,5,0,1,1,0.0,1,106,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Mobile,2,0,1,0,0.0,1,115,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,TV & Audio,1,0,1,1,0.0,2,113,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Home Appliances,5,0,2,1,0.0,1,85,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,5,0,1,0,0.0,2,147,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,TV & Audio,2,0,1,1,0.0,2,46,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,5,0,2,1,0.0,1,42,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,3,0,1,0,0.0,1,79,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Mobile,4,0,2,0,0.0,1,62,0.0
0,12,Desktop,0,0,Pay Now,Male,0,1,Air Purifiers,4,0,2,1,307.69230769231,3,160,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Beauty & Fitness,4,0,1,1,-55.505004549591,3,113,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,2,0,1,1,-36.082474226804,9,64,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Computing,1,0,15,1,0.0,13,80,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Beauty & Fitness,3,0,0,1,0.0,1,36,0.0
0,12,Desktop,0,0,Pay on Delivery,Male,0,1,Wet & Dry Vacuum Cleaner,1,0,2,1,50.505050505051,11,85,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Male,0,1,Home Appliances,5,0,1,0,0.0,3,57,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,5,0,1,1,0.0,2,71,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,TV & Audio,5,0,1,0,651.6290726817,2,99,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,2,0,2,0,59.479553903346,7,95,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Home Appliances,1,0,2,1,-76.433121019108,3,64,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,TV & Audio,3,0,2,0,0.0,1,122,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,2,0,1,1,0.0,2,115,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Wearables,5,0,1,0,211.83431952663,2,50,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,2,0,2,0,0.0,1,123,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,4,0,2,0,0.0,9,119,0.0
0,12,Desktop,0,0,Pay Now,Male,0,1,Small Appliances,2,0,1,1,0.0,1,80,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,5,0,2,1,0.0,1,101,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,No Category Found,2,0,2,0,-62.283737024221,2,148,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,2,0,0.0,1,44,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,1,0,1,1,0.0,1,92,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Mobile,2,0,2,0,0.0,1,46,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Mobile,5,0,2,1,120.91836734694,3,103,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,1,0,2,0,0.0,1,108,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,No Category Found,5,0,1,1,0.0,1,52,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Hot Deals,2,0,2,1,0.0,5,117,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Small Appliances,5,0,1,0,0.0,1,166,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Home Appliances,5,0,1,1,0.0,2,169,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Home Appliances,2,0,2,1,1366.9724770642,2,110,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Computing,1,0,1,1,0.0,1,121,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Computing,5,0,2,1,0.0,5,169,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Smartphones,2,0,2,0,0.0,1,120,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,TV & Audio,2,0,1,0,0.0,1,73,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,2,0,3,1,0.0,2,78,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,4,0,1,0,0.0,1,54,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Beauty & Fitness,4,0,2,1,-62.947067238913,2,117,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,4,0,2,1,234.38661710037,7,159,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Home Appliances,2,0,1,1,0.0,4,73,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,1,0,2,1,0.0,2,74,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Computing,3,0,1,1,0.0,1,108,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,2,0,1,1,0.0,2,119,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,TV & Audio,2,0,1,0,0.0,1,99,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Television,4,0,2,1,202.94771968854,4,29,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,TV & Audio,5,0,3,1,0.0,15,148,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,2,0,0.0,1,109,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Computing,2,0,0,0,0.0,1,102,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Small Appliances,3,0,1,1,0.0,1,168,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,2,0,1,1,0.0,1,76,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,TV & Audio,3,0,2,1,0.0,1,108,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Smartphones,5,0,2,0,0.0,2,120,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Home Appliances,2,0,1,1,0.0,2,118,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Beauty & Fitness,5,0,2,0,0.0,1,157,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Home Appliances,5,0,1,1,0.0,1,85,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,TV & Audio,5,0,3,0,0.0,1,112,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,4,0,2,1,-80.602006688963,5,106,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,5,0,1,0,0.0,1,57,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Beauty & Fitness,4,0,1,1,0.0,1,163,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,4,0,1,0,0.0,1,78,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,2,0,1,0,0.0,1,131,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Small Appliances,5,0,2,0,0.0,2,65,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Small Appliances,1,0,2,1,0.0,1,180,0.0
0,12,Desktop,0,0,Mips Juice,Male,0,1,Small Appliances,2,0,1,0,0.0,1,36,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,5,0,1,1,0.0,1,106,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Mobile,3,0,1,0,0.0,1,49,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,1,0,3,1,0.0,2,50,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,No Category Found,2,0,1,0,0.0,2,43,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Smartphones,1,0,2,0,0.0,2,173,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,TV & Audio,1,0,1,0,0.0,1,121,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,2,0,6,0,0.0,6,164,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Small Appliances,5,0,1,1,57.22460658083,6,182,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Home Appliances,3,0,2,0,0.0,2,71,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Hot Deals,2,0,1,0,0.0,2,57,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Small Appliances,3,0,1,0,0.0,1,55,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,TV & Audio,2,0,2,1,0.0,1,136,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Small Appliances,4,0,2,1,0.0,1,86,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,5,0,1,1,0.0,1,87,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Computing,2,0,1,1,0.0,2,139,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,4,0,2,1,666.66666666667,3,57,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Male,0,1,TV & Audio,1,0,1,1,0.0,2,143,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Beauty & Fitness,2,0,1,1,0.0,1,78,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,No Category Found,1,0,1,0,0.0,2,148,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,1,0,1,0,0.0,1,38,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,2,0,1,0,0.0,1,28,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,5,0,2,1,0.0,1,41,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,5,0,1,0,0.0,1,85,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Home Appliances,1,0,1,1,0.0,1,158,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,3,0,2,0,0.0,1,117,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Wet & Dry Vacuum Cleaner,5,0,1,0,-76.433121019108,5,43,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Mobile,3,0,1,0,-90.340600512065,2,175,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Home Appliances,3,0,1,0,0.0,1,144,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,TV & Audio,3,0,2,0,0.0,1,94,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Mobile,4,0,1,1,0.0,1,130,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Leisure & Transport,5,0,1,1,0.0,1,89,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Wet & Dry Vacuum Cleaner,3,0,1,0,0.0,2,123,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Beauty & Fitness,3,0,1,1,0.0,1,151,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,No Category Found,1,0,1,0,0.0,7,33,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,1,0,2,1,0.0,1,43,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,4,0,1,1,0.0,1,180,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Small Appliances,4,0,1,0,0.0,1,115,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,1,0,1,0,0.0,1,159,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,2,0,1,0,205.80580580581,3,74,0.0
0,12,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,4,0,3,1,-53.511705685619,5,113,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,3,0,1,1,0.0,1,173,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Home Appliances,4,0,1,0,0.0,1,127,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Home Appliances,3,0,1,0,0.0,1,170,0.0
0,12,Desktop,0,0,Pay Now,Female,0,1,TV & Audio,2,0,2,1,0.0,2,62,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Male,0,1,Cookwares,2,0,2,0,-52.631578947368,2,79,0.0
0,12,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,1,0,6,1,0.0,4,175,0.0
0,12,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,4,0,1,1,32.919254658385,5,100,0.0
0,12,Desktop,0,0,Mips Juice,Female,0,1,Small Appliances,1,0,2,1,2.6755852842809,9,134,0.0
0,12,Desktop,0,0,Bank Transfer Payment,Male,0,1,Small Appliances,5,0,1,1,0.0,5,160,0.0
0,11,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,1,0,1,1,38.910505836576,10,124,0.0
0,11,Desktop,0,0,Pay on Delivery,Male,0,1,Small Appliances,4,0,1,0,-33.349213911386,5,102,0.0
0,11,Desktop,0,0,Pay Now,Female,0,1,Smartphones,3,0,2,0,-20.02002002002,2,67,0.0
0,11,Desktop,0,0,Bank Transfer Payment,Male,0,1,Small Appliances,1,0,1,1,14.388489208633,5,50,0.0
0,11,Desktop,0,0,Mips Bank Transfer,Male,0,1,Small Appliances,1,0,1,1,0.0,1,127,0.0
0,11,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Computing,3,0,1,0,284.44816053512,2,96,0.0
0,11,Desktop,0,0,Mips Juice,Male,0,1,Keyboard & Mouse,5,0,1,0,-98.73248832555,2,157,0.0
0,11,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,4,0,2,0,0.0,1,85,0.0
0,11,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,5,0,2,1,993.02325581395,18,3,0.0
0,11,Desktop,0,0,Mips Juice,Male,0,1,Small Appliances,4,0,1,0,-70.07007007007,3,57,0.0
0,11,Desktop,0,0,Mips Juice,Female,0,1,Cookwares,3,0,2,0,-60.026737967914,8,125,0.0
0,11,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,No Category Found,4,0,1,0,221.0843373494,2,40,0.0
0,10,Desktop,0,0,Bank Transfer Payment,Male,0,1,Computing,5,0,1,0,0.0,1,133,0.0
0,10,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,3,0,1,1,45.495905368517,2,65,0.0
0,10,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,5,0,2,1,0.0,3,123,0.0
0,10,Desktop,0,0,Pay on Delivery,Female,0,1,Smartphones,1,0,3,0,-100.0,3,139,0.0
0,10,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,2,0,2,0,1005.0251256281,2,174,0.0
0,10,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Small Appliances,4,0,1,1,-56.57093124456,2,111,0.0
0,10,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,4,0,2,0,0.0,1,99,0.0
0,10,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Mobile,2,0,1,1,-56.345444971037,2,140,0.0
0,10,Desktop,0,0,Pay on Delivery,Male,0,1,Small Appliances,1,0,1,1,-64.155385520895,3,86,0.0
0,10,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,Home Appliances,4,0,1,0,0.0,2,79,0.0
0,10,Desktop,0,0,Pay Now,Male,0,1,Tools,5,0,1,0,-9.4836670179136,2,182,0.0
0,10,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,4,0,1,0,-42.857142857143,2,155,0.0
0,10,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Wearables,5,0,2,0,416.41337386018,15,53,0.0
0,9,Desktop,0,0,Pay Now,Male,0,1,Television,3,0,2,0,457.24907063197,3,143,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,5,0,2,0,0.0,1,37,0.0
0,9,Desktop,0,0,Pay Now,Male,0,1,Small Appliances,1,0,2,0,-75.273939971415,2,166,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,4,0,1,0,0.0,1,42,0.0
0,9,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,2,0,2,0,21.224984839297,3,66,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Home Appliances,3,0,1,0,0.0,4,68,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Female,0,1,TV & Audio,3,0,1,0,-17.543859649123,3,183,0.0
0,9,Desktop,0,0,Pay Now,Male,0,1,No Category Found,4,0,2,1,55.555555555556,2,36,0.0
0,9,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,1,0,2,0,-36.789297658863,2,50,0.0
0,9,Desktop,0,0,Pay on Delivery,Female,0,1,Mobile,2,0,1,1,0.0,4,138,13989.0
0,9,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,3,0,2,1,170.54263565891,2,159,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Mobile,4,0,2,0,0.0,1,113,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,TV & Audio,5,0,1,0,0.0,2,117,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,No Category Found,1,0,1,1,15.396458814473,3,62,0.0
0,9,Desktop,0,0,Pay Now,Female,0,1,Mobile,1,0,2,1,-76.982294072363,2,57,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Mobile,2,0,1,0,0.0,2,182,0.0
0,9,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Mobile,5,0,1,0,1618.6246418338,2,127,0.0
0,9,Desktop,0,0,Mips Juice,Male,0,1,TV & Audio,1,0,2,1,0.0,1,109,0.0
0,8,Desktop,0,0,Pay Now,Female,0,1,No Category Found,2,0,1,1,-11.771630370806,2,135,0.0
0,8,Desktop,0,0,Mips Juice,Male,0,1,Hair Dryers,2,0,1,1,-94.849944423861,2,34,0.0
0,8,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,4,0,1,1,-80.050031269543,2,71,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,No Category Found,4,0,2,0,180.36072144289,5,119,0.0
0,8,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,4,0,2,1,0.0,1,72,0.0
0,8,Desktop,0,0,Pay Now,Male,0,1,Cooker Hoods,1,0,2,0,-70.242656449553,3,30,0.0
0,8,Desktop,0,0,Bank Transfer Payment,Male,0,1,Tools,5,0,2,1,-92.40729841083,2,183,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Mobile,4,0,2,0,-64.105642256903,2,99,0.0
0,8,Desktop,0,0,Pay on Delivery,Female,0,1,Air Purifiers,4,0,1,1,26.124197002141,2,54,0.0
0,8,Desktop,0,0,Pay on Delivery,Male,0,1,Small Appliances,3,0,1,1,0.0,1,57,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Smartphones,1,0,1,0,0.0,2,81,0.0
0,8,Desktop,0,0,Bank Transfer Payment,Male,0,1,No Category Found,3,0,1,1,0.0,2,80,0.0
0,8,Desktop,0,0,Mips Juice,Female,0,1,Home Appliances,5,0,1,0,0.0,1,176,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Mobile,4,0,1,1,0.0,4,99,0.0
0,8,Desktop,0,0,Pay Now,Female,0,1,Built-in Ovens,5,0,2,1,0.0,2,122,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Small Appliances,5,0,1,1,0.0,5,115,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Male,0,1,Smartphones,1,0,4,1,0.0,5,103,0.0
0,8,Desktop,0,0,Pay Now,Male,0,1,Small Appliances,5,0,2,1,0.0,2,141,0.0
0,8,Desktop,0,0,Mips Juice,Female,0,1,No Category Found,5,0,2,1,0.0,2,36,0.0
0,8,Desktop,0,0,Pay Now,Male,0,1,Tools,1,0,2,0,0.0,2,183,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Male,0,1,Smartphones,5,0,1,1,0.0,12,30,0.0
0,8,Desktop,0,0,Mips Juice,Male,0,1,No Category Found,1,0,1,1,0.0,4,155,0.0
0,8,Desktop,0,0,Payment by installment (Hire Purchase by Roger's Capital),Female,0,1,Smartphones,3,0,1,0,0.0,3,151,0.0
0,8,Desktop,0,0,Pay Now,Female,0,1,Small Appliances,4,0,1,0,0.0,2,181,0.0
0,8,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,4,0,2,0,0.0,3,85,0.0
0,8,Desktop,0,0,Pay on Delivery,Female,0,1,Small Appliances,5,0,2,0,0.0,1,117,0.0
0,8,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,3,0,1,1,0.0,2,85,0.0
0,8,Desktop,0,0,Mips Juice,Female,0,1,Home Appliances,2,0,1,1,0.0,2,31,0.0
0,7,Desktop,0,0,Bank Transfer Payment,Male,0,1,TV & Audio,5,0,1,1,0.0,8,149,0.0
0,7,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,4,0,1,1,0.0,2,57,0.0
0,7,Desktop,0,0,Pay Now,Male,0,1,Small Appliances,1,0,1,0,0.0,2,172,0.0
0,7,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,1,0,1,1,0.0,2,50,0.0
0,7,Desktop,0,0,Mips Juice,Male,0,1,Beauty & Fitness,2,0,2,0,0.0,2,148,0.0
0,7,Desktop,0,0,Mips Juice,Female,0,1,Beauty & Fitness,5,0,1,0,0.0,1,77,0.0
0,7,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Male,0,1,Mobile,3,0,1,0,0.0,2,178,0.0
0,7,Desktop,0,0,Mips Juice,Female,0,1,Beauty & Fitness,4,0,1,0,0.0,2,131,0.0
0,7,Desktop,0,0,Pay on Delivery,Male,0,1,Small Appliances,5,0,1,0,0.0,2,175,0.0
